timestamp,value
1781566830.0,4.82
1781566845.0,3.42
1781566860.0,7.63
1781566875.0,22.8
1781566890.0,597.0
1781566905.0,591.0
1781566920.0,528.0
1781566935.0,531.0
1781566950.0,585.0
1781566965.0,645.0
1781566980.0,630.0
1781566995.0,4.56
1781567010.0,6.82
1781567025.0,16.8
1781567040.0,101.0
1781567055.0,588.0
1781567070.0,542.0
1781567085.0,600.0
1781567100.0,599.0
1781567115.0,582.0
1781567130.0,534.0
