timestamp,value
1782052755.0,7.4108
1782052770.0,3.625775
1782052785.0,6.31715
1782052800.0,8.86455
1782052815.0,19.532575
1782052830.0,658.278525
1782052845.0,1131.1305166666668
1782052860.0,1122.0225333333333
1782052875.0,3103.04097
1782052890.0,1879.18073
1782052905.0,1606.5908599999998
1782052920.0,1499.38724
1782052935.0,1633.0624400000002
1782052950.0,2793.59818
1782052965.0,2434.39218
1782052980.0,2413.71178
1782052995.0,2733.24643
1782053010.0,2540.18454
1782053025.0,2511.13386
1782053040.0,2014.13076
1782053055.0,2304.35216
1782053070.0,2320.28966
