timestamp,value
1782052756.0,206.29313333333332
1782052757.0,331.3923
1782052758.0,455.2149333333333
1782052759.0,578.1684333333334
1782052760.0,702.0758400000001
1782052761.0,827.8991555555555
1782052762.0,952.7079333333332
1782052763.0,1076.702275
1782052764.0,1202.1318
1782052765.0,1311.7371666666668
1782052766.0,1365.381272727273
1782052767.0,1423.7812611111112
1782052768.0,1482.102112820513
1782052769.0,1574.2142857142856
1782052770.0,1508.7857142857142
1782052771.0,1440.7857142857142
1782052772.0,1352.5714285714284
1782052773.0,1253.428571428571
1782052774.0,1153.7857142857142
1782052775.0,1052.428571428571
1782052776.0,951.7142857142856
1782052777.0,851.7142857142857
1782052778.0,750.4285714285713
1782052779.0,664.8571428571428
1782052780.0,636.0
1782052781.0,603.3571428571428
1782052782.0,570.7857142857142
1782052783.0,538.5714285714284
1782052784.0,589.5714285714286
1782052785.0,673.0714285714286
1782052786.0,778.6428571428571
1782052787.0,896.0714285714286
1782052788.0,1012.7142857142856
1782052789.0,1213.2857142857142
1782052790.0,1444.2142857142858
1782052791.0,1673.0
1782052792.0,1904.4285714285716
1782052793.0,2136.214285714286
1782052794.0,2428.7142857142853
1782052795.0,2757.285714285714
1782052796.0,3088.785714285714
1782052797.0,3418.642857142857
1782052798.0,3658.285714285714
1782052799.0,3956.857142857143
1782052800.0,4294.071428571428
1782052801.0,4634.0
1782052802.0,4975.214285714285
1782052803.0,5224.0
1782052804.0,5497.357142857142
1782052805.0,5837.928571428571
1782052806.0,6169.071428571428
1782052807.0,6511.571428571428
1782052808.0,6781.714285714285
1782052809.0,7100.571428571428
1782052810.0,7455.857142857142
1782052811.0,7817.785714285714
1782052812.0,8180.357142857142
1782052813.0,8467.785714285714
1782052814.0,8726.642857142857
1782052815.0,9050.357142857143
1782052816.0,9358.0
1782052817.0,9685.785714285714
1782052818.0,9964.85714285714
1782052819.0,10164.5
1782052820.0,10440.35714285714
1782052821.0,10661.285714285714
1782052822.0,10939.214285714286
1782052823.0,11128.0
1782052824.0,11222.0
1782052825.0,11157.285714285714
1782052826.0,11001.214285714286
1782052827.0,10476.785714285714
1782052828.0,10016.42857142857
1782052829.0,9774.071428571428
1782052830.0,8975.5
1782052831.0,8450.857142857143
1782052832.0,8144.152380952381
1782052833.0,7761.342857142857
1782052834.0,7308.961904761904
1782052835.0,6899.938095238095
1782052836.0,6445.4857142857145
1782052837.0,5995.033333333333
1782052838.0,5600.509523809524
1782052839.0,5359.628571428571
1782052840.0,5215.319047619048
1782052841.0,5423.866666666667
1782052842.0,5557.200000000001
1782052843.0,4978.2269841269845
1782052844.0,5397.854945054945
1782052845.0,5571.428571428572
1782052846.0,5571.428571428572
1782052847.0,5571.428571428572
1782052848.0,5571.428571428572
1782052849.0,5571.428571428572
1782052850.0,5571.428571428572
1782052851.0,5571.428571428572
1782052852.0,5571.428571428572
1782052853.0,5571.428571428572
1782052854.0,5571.428571428572
1782052855.0,5571.428571428572
1782052856.0,5571.428571428572
1782052857.0,6000.0
1782052858.0,6000.0
1782052859.0,5571.428571428572
1782052860.0,5571.428571428572
1782052861.0,5571.428571428572
1782052862.0,5571.428571428572
1782052863.0,5571.428571428572
1782052864.0,5571.428571428572
1782052865.0,5571.428571428572
1782052866.0,5142.857142857143
1782052867.0,4714.285714285714
1782052868.0,4714.285714285714
1782052869.0,4285.714285714285
1782052870.0,4642.914285714285
1782052871.0,4184.165079365079
1782052872.0,3740.504761904762
1782052873.0,4462.902857142857
1782052874.0,4022.260317460317
1782052875.0,3585.0666666666666
1782052876.0,3867.9
1782052877.0,3431.784126984127
1782052878.0,2997.177142857143
1782052879.0,3275.3662337662336
1782052880.0,3269.879365079365
1782052881.0,3265.23663003663
1782052882.0,3571.428571428571
1782052883.0,3571.428571428571
1782052884.0,3523.4999999999995
1782052885.0,3523.4999999999995
1782052886.0,4146.357142857143
1782052887.0,3432.0714285714284
1782052888.0,4067.357142857143
1782052889.0,4067.357142857143
1782052890.0,3951.071428571429
1782052891.0,4514.0
1782052892.0,4514.0
1782052893.0,4415.571428571428
1782052894.0,4415.571428571428
1782052895.0,5021.928571428572
1782052896.0,4307.642857142857
1782052897.0,4918.285714285714
1782052898.0,4251.928571428572
1782052899.0,4764.357142857143
1782052900.0,4747.642857142857
1782052901.0,4747.642857142857
1782052902.0,4683.857142857143
1782052903.0,5129.5
1782052904.0,4531.5
1782052905.0,4522.928571428572
1782052906.0,5044.142857142857
1782052907.0,4428.285714285714
1782052908.0,5039.428571428571
1782052909.0,4433.071428571428
1782052910.0,5025.785714285714
1782052911.0,4960.142857142857
1782052912.0,4960.142857142857
1782052913.0,5009.714285714285
1782052914.0,4866.857142857143
1782052915.0,4938.285714285714
1782052916.0,4906.357142857142
1782052917.0,5009.214285714285
1782052918.0,5009.214285714285
1782052919.0,5012.428571428571
1782052920.0,5023.5
1782052921.0,5023.5
1782052922.0,4960.571428571428
1782052923.0,5510.714285714285
1782052924.0,4918.0
1782052925.0,4910.785714285714
1782052926.0,5444.714285714285
1782052927.0,4882.714285714285
1782052928.0,4964.499999999999
1782052929.0,5451.928571428571
1782052930.0,5421.571428571428
1782052931.0,4873.071428571428
1782052932.0,5387.5
1782052933.0,5371.5
1782052934.0,4839.214285714285
1782052935.0,5368.642857142857
1782052936.0,5406.857142857142
1782052937.0,4856.714285714285
1782052938.0,5457.5
1782052939.0,4919.714285714285
1782052940.0,4991.928571428571
1782052941.0,4991.928571428571
1782052942.0,5104.928571428571
1782052943.0,4546.071428571428
1782052944.0,4036.857142857143
1782052945.0,4751.142857142857
1782052946.0,4236.714285714285
1782052947.0,4409.428571428572
1782052948.0,4409.428571428572
1782052949.0,3880.0
1782052950.0,4007.857142857143
1782052951.0,4007.857142857143
1782052952.0,3407.0714285714284
1782052953.0,4121.357142857143
1782052954.0,3515.2142857142853
1782052955.0,4229.5
1782052956.0,3571.428571428571
1782052957.0,3571.428571428571
1782052958.0,4285.714285714285
1782052959.0,3571.428571428571
1782052960.0,4285.714285714285
1782052961.0,3571.428571428571
1782052962.0,3571.428571428571
1782052963.0,4285.714285714285
1782052964.0,3571.428571428571
1782052965.0,4285.714285714285
1782052966.0,4285.714285714285
1782052967.0,3571.428571428571
1782052968.0,4281.357142857143
1782052969.0,3567.0714285714284
1782052970.0,4260.928571428572
1782052971.0,4260.928571428572
1782052972.0,4241.5
1782052973.0,4241.5
1782052974.0,3527.2142857142853
1782052975.0,4241.5
1782052976.0,4241.5
1782052977.0,4241.5
1782052978.0,4241.5
1782052979.0,4241.5
1782052980.0,4241.5
1782052981.0,4241.5
1782052982.0,4245.857142857143
1782052983.0,4245.857142857143
1782052984.0,4266.285714285714
1782052985.0,4266.285714285714
1782052986.0,3571.428571428571
1782052987.0,4285.714285714285
1782052988.0,4285.714285714285
1782052989.0,3571.428571428571
1782052990.0,4285.714285714285
1782052991.0,3571.428571428571
1782052992.0,3571.428571428571
1782052993.0,3571.428571428571
1782052994.0,3571.428571428571
1782052995.0,4284.428571428572
1782052996.0,3570.142857142857
1782052997.0,3570.142857142857
1782052998.0,3546.142857142857
1782052999.0,3546.142857142857
1782053000.0,4230.928571428572
1782053001.0,3516.642857142857
1782053002.0,4203.214285714285
1782053003.0,4203.214285714285
1782053004.0,4203.214285714285
1782053005.0,4203.214285714285
1782053006.0,4203.214285714285
1782053007.0,4203.214285714285
1782053008.0,4203.214285714285
1782053009.0,4204.5
1782053010.0,4204.5
1782053011.0,4204.5
1782053012.0,4228.5
1782053013.0,4228.5
1782053014.0,4258.0
1782053015.0,4258.0
1782053016.0,3571.428571428571
1782053017.0,4285.714285714285
1782053018.0,3571.428571428571
1782053019.0,3571.428571428571
1782053020.0,4285.714285714285
1782053021.0,3571.428571428571
1782053022.0,4285.714285714285
1782053023.0,3571.428571428571
1782053024.0,3571.428571428571
1782053025.0,4285.714285714285
1782053026.0,3571.428571428571
1782053027.0,4285.714285714285
1782053028.0,3571.428571428571
1782053029.0,4285.714285714285
1782053030.0,4285.714285714285
1782053031.0,3571.428571428571
1782053032.0,4285.714285714285
1782053033.0,4285.714285714285
1782053034.0,4249.857142857143
1782053035.0,4249.857142857143
1782053036.0,4219.285714285714
1782053037.0,4219.285714285714
1782053038.0,4882.428571428572
1782053039.0,4168.142857142857
1782053040.0,4824.071428571428
1782053041.0,4109.785714285714
1782053042.0,4109.785714285714
1782053043.0,4109.785714285714
1782053044.0,4109.785714285714
1782053045.0,4824.071428571428
1782053046.0,4109.785714285714
1782053047.0,4109.785714285714
1782053048.0,4145.642857142857
1782053049.0,4145.642857142857
1782053050.0,4176.214285714285
1782053051.0,4176.214285714285
1782053052.0,4227.357142857143
1782053053.0,4227.357142857143
1782053054.0,3571.428571428571
1782053055.0,4285.714285714285
1782053056.0,4285.714285714285
1782053057.0,4285.714285714285
1782053058.0,4285.714285714285
1782053059.0,4285.714285714285
1782053060.0,4285.714285714285
1782053061.0,4285.714285714285
1782053062.0,4285.714285714285
1782053063.0,4285.714285714285
1782053064.0,4285.714285714285
1782053065.0,4285.714285714285
1782053066.0,3571.428571428571
1782053067.0,4285.714285714285
1782053068.0,4285.714285714285
1782053069.0,4285.714285714285
1782053070.0,4285.714285714285
1782053071.0,3571.428571428571
1782053072.0,4285.714285714285
1782053073.0,3571.428571428571
1782053074.0,4285.714285714285
1782053075.0,4285.714285714285
1782053076.0,4258.928571428572
1782053077.0,4258.928571428572
1782053078.0,3544.642857142857
